Res_Newton,Res_Grid,Res_Real,Newton_Error,Grid_Error
0.4035207058955425,0.4035206944194184,0.40352070589554181128593723368,6.97281848710571e-16,1.1476123409286771e-08
0.34057402529264963,0.3405740252832473,0.340574025292649770735770798687,1.4153169268870795e-16,9.402453793789446e-12
0.4068307532099167,0.4068307525484186,0.40683075320991661509484927649,6.94592101530116e-17,6.614980090765614e-10
0.4767768629240355,0.4767768356198683,0.476776862924035427057768246382,5.568033718285286e-17,2.7304167149297522e-08
0.31907526133327946,0.31907525588492536,0.31907526133327895922911483281,4.992685988436687e-16,5.4483536019432065e-09
0.6761547024287878,0.676154685935247,0.67615470242878801185899782838,1.7694763664082948e-16,1.6493541043361163e-08
0.3879067456337557,0.38790674556836585,0.387906745633755442267161560504,2.695546158072272e-16,6.538959063860543e-11
0.35200575863366224,0.35200574680972846,0.35200575863366231444776390439,7.872405917900232e-17,1.1823933855246526e-08
0.26023246394822486,0.2602324629795334,0.260232463948225010870666821652,1.5392846277980862e-16,9.68691614307497e-10
0.19376554574295796,0.19376554522123762,0.193765545742958071747801287633,1.1533787705149242e-16,5.217204489395266e-10
0.46559544764166033,0.46559544349960374,0.465595447641660098766400449813,2.328282924844188e-16,4.142056353780752e-09
0.3699700414480701,0.3699700283352079,0.369970041448069974623281288339,1.3365760649164434e-16,1.3112862051314267e-08
0.38281064846305285,0.38281064842254653,0.382810648463051935027327796435,9.144055138435747e-16,4.05054061144813e-11
0.5036389797881997,0.5036389744328601,0.503638979788199889424856234724,1.7507569453944206e-16,5.355339791284405e-09
0.4335121143476443,0.433512106022498,0.433512114347644405389133302874,9.919986663093831e-17,8.325146393763135e-09
0.306066088142947,0.30606608064768326,0.3060660881429465205797042999,4.809139057597972e-16,7.49526326208201e-09
0.35231769620195846,0.35231768558204385,0.352317696201957604994893512098,8.584917540759717e-16,1.0619913755881972e-08
0.3394938933643972,0.3394938805387407,0.33949389336439597917509031329,1.2464675576683677e-15,1.2825655290351439e-08
0.4962178182245352,0.49621780857057995,0.496217818224535022361292442234,1.7858255527031736e-16,9.653955067742286e-09
0.41122633277426757,0.411226321456589,0.411226332774267912846677494414,3.46141315707242e-16,1.1317678918239405e-08
0.4087409156321815,0.4087409064349276,0.408740915632181297271056770029,2.145252047049266e-16,9.197253688389833e-09
0.36643954837480036,0.36643953587127914,0.366439548374800580160470855243,2.1891927165719516e-16,1.2503521437318088e-08
0.37610105898399665,0.37610105898177415,0.376101058983996650221509298482,1.901087214190658e-19,2.222500151954591e-12
0.6076808296751894,0.6076808261762724,0.607680829675188524680960517129,9.131408534365044e-16,3.4989161318453184e-09
0.39239638043253333,0.3923963705605337,0.392396380432533211246091639733,1.2030426824992778e-16,9.871999486365577e-09
0.415009463573023,0.41500946091076285,0.415009463573023250932559393515,2.656493142592457e-16,2.662260400216477e-09
0.46854643491405606,0.46854642710564576,0.468546434914056136057173077493,7.135493619628943e-17,7.808410378585609e-09
0.3691485502838337,0.3691485401473103,0.369148550283833879169218751004,1.8066490880070962e-16,1.0136523579094539e-08
0.25672218525087104,0.2567221777917916,0.256722185250870799089088144991,2.3870916000820365e-16,7.459079226490477e-09
0.39836098926725566,0.39836097690247907,0.398360989267255647073699782701,1.3643681932883989e-17,1.2364776577856577e-08
0.3413502471220298,0.3413502455395992,0.341350247122029640798697714178,1.854201941983259e-16,1.5824304455551014e-09
0.4542856871367597,0.45428566817851834,0.454285687136759453865278885049,2.543836664591179e-16,1.8958241111279374e-08
0.2464935952127548,0.24649359064825307,0.24649359521275439074847326246,4.050383626083252e-16,4.564501315999921e-09
0.2973510122317485,0.297351010476753,0.297351012231749461796994478153,9.823995415670091e-16,1.7549964646721893e-09
0.3997563214383547,0.39975630546633095,0.399756321438354658366145969255,5.3073298630563245e-17,1.5972023706063236e-08
0.46687961484750345,0.4668796082112765,0.46687961484750389225520466946,4.376108650428491e-16,6.636227394457379e-09
0.5386991078413248,0.5386990904134342,0.538699107841325094679052719704,2.9670512737732763e-16,1.7427890871833073e-08
0.4114265721461241,0.41142655342264156,0.41142657214612251245231550927,1.5907607673805817e-15,1.8723480951410388e-08
0.3642539880984354,0.36425397932885034,0.364253988098435268548949893648,1.3094076635288726e-16,8.769584927191867e-09
0.4440536561920496,0.44405364130929686,0.444053656192049674410487956452,5.716428988871893e-17,1.488275280957409e-08
0.3928555970105873,0.39285558971256807,0.392855597010586844971046465398,4.646654736381974e-16,7.298018779818337e-09
0.4260968296345683,0.42609682808911725,0.426096829634568470897391286735,1.738235646163498e-16,1.5454512187388893e-09
0.45023542763997454,0.45023541603160405,0.450235427639974271136430323215,2.6805701561165514e-16,1.1608370219024727e-08
0.37162450542162506,0.3716245054216263,0.371624505421625268169908684718,2.0610723487923266e-16,1.0151380922084395e-15
0.3528770844192917,0.352877081140563,0.352877084419291117945356796712,6.020401662625099e-16,3.2787281309181474e-09
0.30804448362199827,0.3080444835615506,0.308044483621998402623913279458,1.363477481112929e-16,6.044778323569924e-11
0.3340753668997108,0.33407536446664,0.334075366899710612656323249643,1.7792393468564664e-16,2.433070622465524e-09
0.36686303610806237,0.36686303609392323,0.366863036108062647236049391965,2.7915687481642384e-16,1.4139413464686036e-11
0.36001682770417187,0.3600168219289087,0.36001682770417181987267792598,5.131015871351125e-17,5.77526310528311e-09
0.41626023904952203,0.41626023472690954,0.416260239049521870077420934351,1.5939784891209246e-16,4.322612330772892e-09
0.33415096792143745,0.33415096781901515,0.334150967921437546055034510775,9.874951293770363e-17,1.024223916186772e-10
0.5307818416077187,0.5307818408600496,0.530781841607718642355538786784,4.28053938500066e-17,7.476689949873814e-10
0.29761478661067603,0.29761478617386,0.297614786610676241586844232388,2.1178800550589586e-16,4.3681623958144625e-10
0.4761496020797207,0.4761496011436102,0.476149602079718992730623894774,1.6868953831457234e-15,9.361087800249425e-10
0.32325071602178496,0.32325071555005297,0.323250716021785444326647392839,4.88104384884676e-16,4.717324749107745e-10
0.34022998706784163,0.3402299787068832,0.34022998706784186138655306898,2.2868910170948977e-16,8.360958654290796e-09
0.23830661009618198,0.2383066056950599,0.238306610096181746482837065976,2.3461266073785976e-16,4.401121843277902e-09
0.3613700523779043,0.36137004996395944,0.361370052377904587075456811698,2.7096556564208106e-16,2.413945148287504e-09
0.428754955217515,0.4287549420001577,0.428754955217515036259530112681,3.709334611502281e-17,1.3217357356832511e-08
0.4022291669275364,0.402229154854084,0.402229166927536301169098926731,1.0671372717046226e-16,1.2073452297790354e-08
0.5071662544225888,0.5071662461204134,0.507166254422588645711154903801,1.346039404876144e-16,8.302175257001774e-09
0.3445010837332241,0.34450108335001955,0.344501083733223830630313268248,2.4765678074831094e-16,3.8320427601168707e-10
0.3242702187218117,0.3242702150551794,0.32427021872181148497110870571,2.3549256821447974e-16,3.6666320955970905e-09
0.3111051222419921,0.3111051200409867,0.311105122241991776977283999071,3.2775956784390115e-16,2.201005050195744e-09
0.3373109271925308,0.33731092506608135,0.337310927192530654306069211387,1.5294432318812257e-16,2.1264493080153107e-09
0.37338077931126823,0.37338076745438414,0.37338077931126831362394895014,8.42316090599571e-17,1.1856884169901926e-08
0.21920070225497637,0.21920070211971812,0.219200702254975721896854929059,6.487229884219921e-16,1.3525760032248948e-10
0.29740665895008306,0.2974066501006326,0.297406658950083001929553760023,5.626091846937549e-17,8.84945039394921e-09
0.28855465156544363,0.2885546398637027,0.288554651565443558295030373816,7.340496163709268e-17,1.1701740836181571e-08
0.38459181901382616,0.3845918101192794,0.384591819013826824199516932236,6.603350945627929e-16,8.894547426115926e-09
0.48110744885894646,0.4811074426637297,0.481107448858946180486698325675,2.82124232113366e-16,6.195216501897563e-09
0.39248755626886295,0.3924875558508094,0.392487556268862749466033452765,1.9765149266598062e-16,4.180533385815391e-10
0.5128721015632649,0.512872095830173,0.512872101563265064310329377287,1.6046517755642693e-16,5.733092050579572e-09
0.3091553337936083,0.3091553308357704,0.309155333793608187367833642703,1.3496690024171454e-16,2.9578377840706867e-09
0.307984741637906,0.30798474163790407,0.307984741637906397993716145631,3.8589204972586376e-16,2.3287823428198878e-15
0.35852489634498974,0.35852488925272924,0.358524896344989621573998690283,1.1923001143514685e-16,7.092260381876995e-09
0.3980258024112293,0.39802580214541045,0.398025802411229749392467918534,4.369094803661771e-16,2.6581930382749095e-10
0.6977059988234188,0.6977059882522479,0.697705998823418736500758746294,3.501427820502044e-17,1.0571170792574794e-08
0.4323453613975246,0.4323453386001628,0.432345361397524419352384194632,1.88574683369019e-16,2.2797361643064368e-08
0.3211636008560611,0.3211635975493235,0.321163600856061481499450203331,3.7708342197430653e-16,3.306737983040433e-09
0.34007664027116374,0.34007663992137016,0.340076640271163617679194322287,1.2604364325792065e-16,3.4979345694405753e-10
0.31294994405241455,0.3129499438111156,0.312949944052414133832799502121,4.1876489672686497e-16,2.412985065204525e-10
0.36243558792009495,0.36243558783569263,0.362435587920094248312318780649,6.998654439363738e-16,8.440161860218064e-11
0.20920578562088055,0.20920578495992292,0.209205785620880608436306330293,6.179827228264651e-17,6.609576837656564e-10
0.3005479034916367,0.30054789705772594,0.300547903491636606618810860575,7.43316386844046e-17,6.433910663181677e-09
0.4192520618270254,0.4192520420849812,0.419252061827025063537072464875,3.3827077220851075e-16,1.9742043883344855e-08
0.29984602925547804,0.2998460276052828,0.299846029255477958116122643186,8.341471311010635e-17,1.6501951748034768e-09
0.4078242647576329,0.4078242631747201,0.407824264757632853434129860819,3.9318651256632064e-17,1.582912761516239e-09
0.4816892600234879,0.48168925858281536,0.481689260023488273668250035105,3.8738187482041005e-16,1.4406729131028733e-09
0.3598011817440883,0.3598011753647156,0.359801181744088816175379816685,4.997366454071551e-16,6.379373196499787e-09
0.5295797825702587,0.5295797741618234,0.529579782570258631299981440453,9.673611301282011e-17,8.408435184645686e-09
0.4761206750489155,0.4761206721633654,0.47612067504891640939314358598,9.334133608450015e-16,2.885551010072277e-09
0.3511943817685162,0.35119437665762315,0.351194381768515772063756853344,4.2297772830836543e-16,5.110892619137366e-09
0.42850347328465677,0.42850346864024885,0.428503473284656720287993563831,4.59298991455606e-17,4.644407867882033e-09
0.6323803487204624,0.6323803180857611,0.632380348720462422240626478942,2.625678821912594e-17,3.0634701304987894e-08
0.19984435890253144,0.1998443587300403,0.19984435890253107309532803734,3.6509817808186507e-16,1.724907673903389e-10
0.21932331950521805,0.21932331867496727,0.219323319505217872241699548456,1.7839843892340682e-16,8.30250606390605e-10
0.27417365899616136,0.2741736589047882,0.274173658996161138655752747101,2.237220664124183e-16,9.13729630725746e-11
0.5062793955923097,0.506279394680978,0.506279395592309813020502493421,9.080224198969723e-17,9.113317675917151e-10
0.403856992662975,0.4038569917510011,0.403856992662975502785738321084,5.243382728749322e-16,9.119744096363403e-10
0.47054881730468334,0.47054880585339376,0.470548817304683242171412265289,1.0005053699513082e-16,1.1451289483191393e-08
0.4752022494764806,0.47520224947648365,0.475202249476484098856749013073,3.5006452682027956e-15,4.475319504836152e-16
0.34172121163293595,0.34172121065836336,0.341721211632935993554640027938,4.296845268210363e-17,9.745726322646826e-10
0.44232750006728755,0.44232748450561676,0.442327500067287399965859042354,1.4902457661038644e-16,1.5561670636288875e-08
0.3066057725858938,0.3066057669617783,0.306605772585893660729035130351,1.1585378647119942e-16,5.62411533527672e-09
0.36550656159798856,0.36550655372898194,0.365506561597988559853815988479,4.697069673145584e-18,7.86900661767869e-09
0.5001391088235358,0.5001391018366192,0.500139108823535908615554119049,5.909157616045152e-17,6.9869166599289656e-09
0.33872458117715726,0.33872457338374634,0.338724581177157060828887254055,1.9706520750104686e-16,7.793410719547023e-09
0.3897873066384515,0.3897873045105015,0.389787306638451199451965314506,3.144884590055201e-16,2.1279497239112585e-09
0.44994043035078557,0.44994042297112496,0.449940430350785388889326733261,1.8069051446109306e-16,7.379660424132132e-09
0.3138217365568787,0.31382173277926523,0.31382173655687918407109426432,4.564735305257925e-16,3.7776139562626425e-09
0.3698511649994033,0.36985116146434505,0.369851164999402634064208316333,6.583129586466452e-16,3.5350575878161383e-09
0.23556074903843763,0.23556074900311574,0.235560749038437692249035929232,6.433770050345354e-17,3.5321948644027936e-11
0.3768279698432137,0.3768279660624781,0.376827969843213065349370328927,6.405755965875005e-16,3.780734972892215e-09
0.22602594808288998,0.22602594807212284,0.22602594808288991414693958152,6.281749842425955e-17,1.0767074364345653e-11
0.42301249738431146,0.42301249540559754,0.423012497384310899292134801988,5.595668394177778e-16,1.9787133553739157e-09
0.3283524563393557,0.3283524402329464,0.328352456339355750562506888926,2.5605632506156353e-17,1.610640934297914e-08
0.27599795719962505,0.2759979470815114,0.275997957199625095371630267899,4.067993626404854e-17,1.0118113720915234e-08
0.3402138385004892,0.34021383406889255,0.340213838500489092850552682503,1.0343095388285316e-16,4.4315965417736954e-09
0.30327108208727704,0.303271066908308,0.303271082087276990870101596235,5.321137314545337e-17,1.5178968972930312e-08
0.3421433434983852,0.34214334317416256,0.342143343498385664453401410228,4.537986128305959e-16,3.2422310252739086e-10
0.3940201014833817,0.39402008049255866,0.39402010148338165789742475957,2.1599462058445308e-17,2.099082300260339e-08
0.48791630987095685,0.4879163069321346,0.487916309870956680124736544284,1.7455262307109548e-16,2.938822066563789e-09
0.5239012171857927,0.5239012038138116,0.523901217185792644903001512446,9.977641635252684e-17,1.3371981089226763e-08
0.41731417208559785,0.41731416844026886,0.417314172085597818229767959102,2.7144370655613754e-17,3.645328955970722e-09
0.4586497089024629,0.4586496923708593,0.458649708902462726216483592335,2.0079060959290374e-16,1.6531603440776862e-08
0.52814353093783,0.528143507510765,0.528143530937830158945724133573,2.064250229069694e-16,2.3427065161042572e-08
0.3462504160962161,0.3462504041513856,0.346250416096215722411639086878,3.735397376142452e-16,1.1944830140048562e-08
0.42197415829603857,0.4219741582083276,0.42197415829603919725441349355,6.266286168559352e-16,8.771157624307809e-11
0.3617866784979339,0.3617866708029793,0.361786678497934430496356071165,5.414980946620228e-16,7.694955103929728e-09
0.4740561642531243,0.474056123623206,0.474056164253124100849924371822,2.0054989774403293e-16,4.062991811810769e-08
0.28458873991662575,0.28458873954845726,0.284588739916625956945423088814,2.0218983725787933e-16,3.6816869788005043e-10
0.4138649335638432,0.4138649285536805,0.413864933563843161763172213858,2.299742781081657e-17,5.01016265062688e-09
